Year,Herring_Flemish,Herring_Dutch,Herring_English,Herring_Scottish,Herring_Irish,Herring_French,Herring_GermanorthSee,Herring_NorwegianBohuslen,Herring_DanishSound,Herring_DanishKattegat_,Herring_DanishLimfjord,Herring_NorwegianWestCoast,Cod_FrenchNFL,Cod_EnglishNFL,Cod_SpanishBasqueNFL,Cod_PortugueseNFL,Cod_Icelandic,Cod_DutchIcelandic,Cod_FrenchNEAtlantic,Cod_EnglishNEAtlantic,Cod_Scottish,Cod_Shetland,Cod_Faroese,Cod_Dutch_NorthSea,Cod_Norwegian
1520.00,33306.00,30754.00,3000.00,2843.00,2044.00,8285.00,1125.00,0.00,55260.00,1500.00,100.00,770.00,4243.00,235.00,397.00,260.00,11300.00,0.00,123.00,20383.00,10542.00,1739.00,494.00,4851.00,19050.00
1521.00,11649.00,10942.00,3001.00,2867.00,2126.00,8152.00,400.00,0.00,56617.00,1504.00,100.00,770.00,4647.00,158.00,400.00,260.00,11300.00,0.00,123.00,20383.00,10600.00,1739.00,497.00,4878.00,19323.00
1522.00,8423.00,8051.00,3001.00,2845.00,2208.00,8313.00,295.00,0.00,57973.00,1508.00,100.00,770.00,4701.00,118.00,387.00,260.00,11300.00,0.00,123.00,20383.00,10638.00,1739.00,495.00,4854.00,19595.00
1523.00,15240.00,14824.00,3002.00,2879.00,2290.00,8257.00,542.00,0.00,59329.00,1512.00,100.00,770.00,7183.00,163.00,647.00,390.00,11300.00,0.00,123.00,20383.00,10788.00,1739.00,523.00,5134.00,19868.00
1524.00,16754.00,16587.00,3003.00,2893.00,2372.00,8327.00,607.00,0.00,57688.00,1516.00,100.00,770.00,5667.00,115.00,528.00,260.00,11300.00,0.00,123.00,20383.00,10844.00,1739.00,526.00,5155.00,20140.00
1525.00,12677.00,12777.00,3003.00,2931.00,2455.00,9857.00,467.00,0.00,56048.00,1519.00,100.00,770.00,5407.00,101.00,519.00,260.00,11300.00,0.00,123.00,20383.00,10986.00,1739.00,552.00,5415.00,20413.00
1526.00,22721.00,23317.00,3004.00,3515.00,2410.00,8136.00,853.00,0.00,54407.00,1523.00,100.00,770.00,8094.00,155.00,878.00,520.00,11300.00,0.00,123.00,20383.00,10919.00,1739.00,520.00,5103.00,20686.00
1527.00,16794.00,17551.00,3083.00,3479.00,2366.00,8292.00,642.00,0.00,52766.00,1527.00,100.00,770.00,8250.00,147.00,899.00,520.00,11300.00,0.00,123.00,20383.00,10896.00,1739.00,501.00,4912.00,20958.00
1528.00,21858.00,23267.00,3162.00,3509.00,2321.00,7382.00,851.00,0.00,51126.00,1531.00,100.00,770.00,6682.00,109.00,716.00,390.00,11300.00,0.00,123.00,20383.00,10965.00,1739.00,507.00,4969.00,21231.00
1529.00,30643.00,33230.00,3241.00,3151.00,2276.00,8452.00,1216.00,0.00,49485.00,1535.00,100.00,770.00,9341.00,148.00,1028.00,650.00,11300.00,0.00,123.00,18632.00,10985.00,1739.00,499.00,4894.00,21503.00
1530.00,23688.00,26175.00,3320.00,3239.00,2232.00,7945.00,957.00,0.00,47844.00,1539.00,100.00,770.00,17948.00,268.00,1970.00,1170.00,11300.00,0.00,123.00,16881.00,10981.00,1739.00,485.00,4754.00,21776.00
1531.00,20810.00,23435.00,3399.00,3129.00,2187.00,9053.00,857.00,0.00,46203.00,1543.00,100.00,770.00,18576.00,223.00,1713.00,1040.00,11300.00,0.00,123.00,15130.00,11061.00,1739.00,494.00,4844.00,22049.00
1532.00,21378.00,24540.00,3478.00,3443.00,2143.00,7610.00,898.00,0.00,44563.00,1547.00,100.00,770.00,19469.00,225.00,1805.00,1040.00,11300.00,0.00,123.00,13379.00,11130.00,1739.00,500.00,4904.00,22321.00
1533.00,17217.00,20152.00,3557.00,3186.00,2098.00,9297.00,737.00,0.00,42922.00,1550.00,100.00,770.00,19568.00,219.00,1819.00,1040.00,11300.00,0.00,123.00,11628.00,11152.00,1739.00,493.00,4833.00,22594.00
1534.00,19173.00,22885.00,3636.00,3600.00,2054.00,8014.00,837.00,0.00,41281.00,1554.00,100.00,770.00,20690.00,226.00,1943.00,1170.00,11300.00,0.00,123.00,11309.00,11276.00,1739.00,514.00,5044.00,22867.00
1535.00,26058.00,31728.00,3715.00,3507.00,2009.00,9445.00,1161.00,0.00,39641.00,1558.00,100.00,770.00,19883.00,212.00,1881.00,1040.00,11300.00,0.00,123.00,10990.00,11394.00,1739.00,534.00,5235.00,23139.00
1536.00,16037.00,19922.00,3794.00,4025.00,1965.00,9294.00,729.00,0.00,38000.00,1562.00,100.00,770.00,20227.00,211.00,1924.00,1040.00,11300.00,0.00,123.00,10670.00,11426.00,1739.00,529.00,5193.00,23412.00
1537.00,13135.00,16652.00,3873.00,4545.00,1920.00,7860.00,609.00,0.00,37283.00,1566.00,100.00,770.00,25650.00,262.00,2450.00,1430.00,11300.00,0.00,123.00,10351.00,11458.00,1739.00,525.00,5151.00,23684.00
1538.00,14335.00,18553.00,3951.00,4340.00,1876.00,8184.00,679.00,0.00,36565.00,1570.00,100.00,770.00,22719.00,228.00,2177.00,1300.00,11300.00,0.00,123.00,10032.00,11551.00,1739.00,538.00,5275.00,23957.00
1539.00,13430.00,17749.00,4030.00,4314.00,1831.00,9907.00,649.00,0.00,35848.00,1574.00,100.00,770.00,34109.00,336.00,3278.00,1820.00,11300.00,0.00,123.00,9713.00,11697.00,1739.00,565.00,5544.00,24230.00
1540.00,14168.00,19123.00,4109.00,5191.00,1787.00,14761.00,700.00,0.00,35130.00,1578.00,100.00,770.00,37730.00,365.00,3635.00,2080.00,11300.00,0.00,123.00,9394.00,11769.00,1739.00,572.00,5611.00,24502.00
1541.00,8004.00,11038.00,4188.00,9306.00,1742.00,6981.00,404.00,0.00,34413.00,1581.00,100.00,770.00,40980.00,390.00,3959.00,2210.00,11300.00,0.00,123.00,9074.00,11916.00,1739.00,600.00,5884.00,24775.00
1542.00,7725.00,10887.00,4267.00,7888.00,1576.00,5388.00,398.00,0.00,33696.00,1585.00,100.00,770.00,31759.00,292.00,3018.00,1690.00,11300.00,0.00,123.00,8755.00,11845.00,1739.00,567.00,5561.00,25047.00
1543.00,9157.00,13193.00,4346.00,5161.00,1606.00,7324.00,483.00,0.00,32978.00,1589.00,100.00,770.00,30378.00,269.00,2824.00,1560.00,11300.00,0.00,123.00,8436.00,11917.00,1739.00,574.00,5629.00,25320.00
1544.00,15209.00,22408.00,4425.00,4589.00,1635.00,8274.00,820.00,0.00,32261.00,1593.00,100.00,770.00,34536.00,333.00,3548.00,2080.00,11300.00,0.00,123.00,8117.00,11868.00,1739.00,547.00,5366.00,25593.00
1545.00,17144.00,25840.00,4504.00,4609.00,1665.00,7445.00,945.00,0.00,31543.00,1597.00,100.00,770.00,40235.00,461.00,4983.00,2860.00,10450.00,0.00,115.00,7798.00,11926.00,1739.00,550.00,5395.00,25865.00
1546.00,14146.00,21818.00,4583.00,4165.00,1667.00,8815.00,798.00,0.00,30826.00,1601.00,100.00,770.00,46035.00,551.00,6030.00,3380.00,9300.00,0.00,104.00,7478.00,12037.00,1739.00,568.00,5568.00,26138.00
1547.00,17401.00,27474.00,4662.00,4455.00,1669.00,8410.00,1005.00,0.00,30109.00,1605.00,100.00,770.00,48711.00,508.00,5634.00,3250.00,11150.00,0.00,121.00,7159.00,12024.00,1739.00,551.00,5404.00,26410.00
1548.00,22841.00,36933.00,4741.00,4546.00,1671.00,8268.00,1351.00,0.00,29391.00,1609.00,100.00,770.00,51352.00,572.00,6420.00,3640.00,10900.00,0.00,119.00,6840.00,12096.00,1739.00,558.00,5470.00,26683.00
1549.00,14695.00,24343.00,4820.00,4560.00,1673.00,8269.00,890.00,0.00,28674.00,1612.00,100.00,770.00,53964.00,574.00,6512.00,3770.00,10950.00,0.00,119.00,6521.00,12152.00,1739.00,560.00,5494.00,26956.00
1550.00,18185.00,30875.00,4899.00,4574.00,1675.00,9076.00,1129.00,0.00,27957.00,1616.00,100.00,770.00,77878.00,822.00,9438.00,5330.00,11000.00,0.00,119.00,6202.00,12201.00,1739.00,561.00,5499.00,27228.00
1551.00,18054.00,31725.00,4978.00,5036.00,1655.00,11486.00,1160.00,0.00,27239.00,1620.00,100.00,770.00,76327.00,793.00,9196.00,5200.00,11350.00,0.00,123.00,5882.00,12321.00,1739.00,581.00,5697.00,27501.00
1552.00,12149.00,22115.00,5057.00,7015.00,1636.00,8323.00,809.00,0.00,26522.00,1624.00,100.00,770.00,74700.00,795.00,9309.00,5330.00,10800.00,0.00,117.00,6097.00,12323.00,1739.00,568.00,5574.00,27774.00
1553.00,11951.00,22555.00,5136.00,7080.00,1617.00,7113.00,825.00,0.00,25804.00,1628.00,100.00,770.00,73002.00,619.00,7317.00,4160.00,9950.00,0.00,109.00,6312.00,12449.00,1739.00,590.00,5787.00,28046.00
1554.00,15912.00,31168.00,5215.00,6106.00,1598.00,9999.00,1140.00,0.00,25087.00,1632.00,100.00,770.00,73127.00,646.00,7693.00,4420.00,12100.00,0.00,129.00,6527.00,12566.00,1739.00,609.00,5977.00,28319.00
1555.00,15562.00,31669.00,5294.00,7402.00,1579.00,6005.00,1158.00,0.00,24370.00,1636.00,100.00,770.00,76838.00,674.00,8094.00,4680.00,11550.00,0.00,124.00,6742.00,12614.00,1739.00,610.00,5980.00,28591.00
1556.00,16723.00,35396.00,5373.00,5388.00,1559.00,6862.00,1295.00,0.00,23652.00,1640.00,100.00,770.00,69262.00,590.00,7151.00,4030.00,12500.00,0.00,133.00,6957.00,12819.00,1739.00,653.00,6408.00,28864.00
1557.00,14832.00,32694.00,5452.00,4481.00,1540.00,10093.00,1196.00,1.00,22935.00,1643.00,100.00,770.00,66646.00,565.00,6891.00,3900.00,11350.00,0.00,122.00,7172.00,12600.00,1739.00,579.00,5683.00,29137.00
1558.00,6753.00,15522.00,5531.00,5481.00,1521.00,7864.00,568.00,1129.00,22217.00,1647.00,100.00,770.00,65550.00,582.00,7159.00,4030.00,11100.00,0.00,119.00,7387.00,12976.00,1739.00,671.00,6578.00,29409.00
1559.00,12940.00,31055.00,5610.00,5223.00,1502.00,6937.00,1136.00,2257.00,21500.00,1651.00,100.00,770.00,111393.00,996.00,12334.00,7020.00,11450.00,0.00,122.00,7602.00,12777.00,1739.00,602.00,5906.00,29682.00
1560.00,12914.00,32413.00,5689.00,4390.00,1553.00,10600.00,1186.00,3385.00,20783.00,1655.00,100.00,770.00,115674.00,1059.00,13200.00,7540.00,11200.00,0.00,120.00,7817.00,12819.00,1739.00,601.00,5893.00,29954.00
1561.00,18365.00,45963.00,5768.00,5637.00,1605.00,6928.00,1681.00,4513.00,20065.00,1659.00,100.00,770.00,92366.00,931.00,11329.00,6630.00,12150.00,0.00,129.00,8032.00,12773.00,1739.00,575.00,5638.00,30227.00
1562.00,22368.00,55825.00,5846.00,4731.00,1656.00,9758.00,2042.00,5641.00,19348.00,1663.00,100.00,770.00,80194.00,720.00,8538.00,5200.00,11300.00,0.00,121.00,8247.00,12984.00,1739.00,620.00,6082.00,30500.00
1563.00,22866.00,56906.00,5925.00,5591.00,1708.00,9334.00,2082.00,6769.00,18630.00,1667.00,100.00,770.00,78806.00,763.00,8786.00,5590.00,10150.00,0.00,110.00,8462.00,13070.00,1739.00,631.00,6187.00,30772.00
1564.00,14469.00,35908.00,6004.00,6320.00,1654.00,8418.00,1313.00,7897.00,17913.00,1671.00,100.00,770.00,111326.00,1018.00,11335.00,7410.00,10800.00,0.00,116.00,8677.00,13313.00,1739.00,685.00,6721.00,31045.00
1565.00,20089.00,49718.00,6083.00,6442.00,1600.00,6172.00,1819.00,9025.00,17196.00,1674.00,100.00,770.00,126735.00,1075.00,11525.00,7930.00,8150.00,0.00,91.00,8892.00,13317.00,1739.00,673.00,6604.00,31317.00
1566.00,19931.00,49190.00,6168.00,4814.00,1547.00,8367.00,1799.00,10153.00,16478.00,1678.00,100.00,770.00,91049.00,739.00,7580.00,5460.00,8500.00,0.00,94.00,8843.00,13089.00,1739.00,597.00,5854.00,31590.00
1567.00,14452.00,35570.00,6252.00,4876.00,1556.00,7747.00,1301.00,11281.00,15761.00,1682.00,100.00,770.00,89010.00,893.00,8724.00,6630.00,10950.00,0.00,117.00,8794.00,13250.00,1739.00,628.00,6163.00,31863.00
1568.00,16999.00,41723.00,6337.00,4573.00,1565.00,8288.00,1526.00,12409.00,15043.00,1686.00,100.00,770.00,80895.00,777.00,7168.00,5720.00,10400.00,0.00,112.00,8745.00,13321.00,1739.00,635.00,6228.00,32135.00
1569.00,19298.00,47237.00,6421.00,4587.00,1575.00,8887.00,1728.00,13537.00,14326.00,1690.00,100.00,770.00,74337.00,695.00,5993.00,5200.00,9550.00,0.00,104.00,8697.00,13378.00,1739.00,638.00,6254.00,32408.00
1570.00,22564.00,55080.00,6506.00,4933.00,1584.00,8415.00,2015.00,14664.00,13609.00,1694.00,100.00,770.00,74732.00,724.00,5775.00,5460.00,10500.00,0.00,112.00,8648.00,13570.00,1739.00,678.00,6647.00,32680.00
1571.00,17704.00,43100.00,6590.00,5022.00,1593.00,8527.00,1577.00,15792.00,12891.00,1698.00,100.00,770.00,95162.00,972.00,9368.00,7280.00,10250.00,0.00,110.00,8599.00,13570.00,1739.00,664.00,6517.00,33103.00
1572.00,12554.00,30480.00,6675.00,5181.00,1602.00,8284.00,1115.00,16920.00,12174.00,1702.00,100.00,770.00,98559.00,940.00,10557.00,7150.00,9700.00,0.00,105.00,8550.00,13626.00,1739.00,667.00,6543.00,33526.00
1573.00,10109.00,24477.00,6759.00,5192.00,1612.00,8425.00,895.00,18048.00,11457.00,1705.00,100.00,770.00,90279.00,3692.00,10814.00,6500.00,10950.00,0.00,116.00,8501.00,13814.00,1739.00,706.00,6926.00,33948.00
1574.00,11083.00,26765.00,6844.00,5291.00,1621.00,9224.00,979.00,19176.00,10739.00,1709.00,100.00,770.00,79258.00,7050.00,12143.00,6500.00,12200.00,0.00,128.00,8452.00,13997.00,1739.00,744.00,7296.00,34371.00
1575.00,9424.00,22698.00,6928.00,5902.00,1630.00,8699.00,830.00,20304.00,10022.00,1713.00,100.00,770.00,72829.00,7328.00,11689.00,5720.00,11350.00,0.00,120.00,8403.00,13801.00,1739.00,676.00,6631.00,34794.00
1576.00,8499.00,20417.00,7013.00,6209.00,1640.00,9061.00,747.00,21432.00,9304.00,1717.00,100.00,770.00,77944.00,8304.00,12441.00,5590.00,9900.00,0.00,106.00,8355.00,13870.00,1739.00,682.00,6692.00,35216.00
1577.00,13411.00,32131.00,7097.00,6802.00,1649.00,6570.00,1175.00,22560.00,8587.00,1721.00,100.00,770.00,68429.00,9400.00,13190.00,5590.00,9950.00,0.00,106.00,8306.00,13916.00,1739.00,682.00,6687.00,35639.00
1578.00,20736.00,49552.00,7182.00,5403.00,1658.00,9528.00,1813.00,23688.00,7870.00,1725.00,100.00,770.00,73979.00,11750.00,16500.00,6500.00,9700.00,0.00,104.00,8257.00,13998.00,1739.00,691.00,6783.00,36509.00
1579.00,9794.00,23344.00,7266.00,6223.00,1668.00,10123.00,854.00,24816.00,7152.00,1729.00,100.00,770.00,85429.00,13820.00,15972.00,5850.00,10050.00,0.00,107.00,8208.00,14057.00,1739.00,694.00,6813.00,37379.00
1580.00,13919.00,33089.00,7351.00,7613.00,1677.00,5084.00,1210.00,25944.00,6435.00,1733.00,100.00,770.00,91365.00,13997.00,13200.00,6110.00,11300.00,0.00,118.00,8159.00,14208.00,1739.00,723.00,7096.00,38249.00
1581.00,9147.00,33716.00,7435.00,4703.00,1686.00,15144.00,1233.00,28376.00,5717.00,1736.00,100.00,770.00,84343.00,14281.00,15053.00,6240.00,13150.00,0.00,136.00,8110.00,14095.00,1739.00,679.00,6658.00,39119.00
1582.00,12726.00,32083.00,7861.00,8702.00,1695.00,3430.00,1174.00,20705.00,5000.00,1740.00,100.00,770.00,87165.00,15241.00,17436.00,5980.00,12000.00,0.00,125.00,8061.00,14380.00,1739.00,745.00,7306.00,39989.00
1583.00,11175.00,30559.00,8286.00,3666.00,1706.00,8211.00,1118.00,27938.00,5000.00,1744.00,100.00,770.00,92949.00,16796.00,20432.00,5720.00,12650.00,0.00,131.00,8013.00,13937.00,1739.00,609.00,5970.00,40859.00
1584.00,10936.00,35683.00,8712.00,3718.00,1716.00,7892.00,1305.00,19348.00,5000.00,1748.00,100.00,770.00,105811.00,19421.00,24750.00,5070.00,13000.00,0.00,134.00,7964.00,13993.00,1739.00,611.00,5994.00,41728.00
1585.00,20143.00,30872.00,8534.00,3644.00,1607.00,8129.00,1129.00,48130.00,5000.00,1752.00,100.00,770.00,102424.00,19786.00,22736.00,5070.00,13650.00,0.00,140.00,7915.00,14050.00,1739.00,585.00,5736.00,42598.00
1586.00,29349.00,31801.00,8355.00,3699.00,1621.00,7936.00,1163.00,17943.00,5000.00,1901.00,100.00,770.00,100551.00,20430.00,21108.00,5070.00,14000.00,0.00,143.00,7866.00,14106.00,1739.00,558.00,5478.00,43468.00
1587.00,25293.00,32956.00,8177.00,3686.00,1733.00,7891.00,1206.00,12051.00,5000.00,1306.00,100.00,770.00,79261.00,15590.00,14470.00,6760.00,13450.00,0.00,138.00,7817.00,14162.00,1739.00,532.00,5219.00,44338.00
1588.00,19884.00,32861.00,7998.00,3673.00,2224.00,7847.00,1202.00,9941.00,5000.00,2242.00,100.00,770.00,89587.00,17116.00,13719.00,6240.00,13500.00,0.00,138.00,7768.00,14218.00,1739.00,506.00,4961.00,45208.00
1589.00,20680.00,33952.00,7820.00,3660.00,2714.00,18028.00,1242.00,2879.00,5000.00,2506.00,100.00,770.00,85353.00,15042.00,10174.00,7280.00,14150.00,0.00,144.00,7719.00,14274.00,1739.00,422.00,4135.00,46078.00
1590.00,9544.00,34855.00,7642.00,8427.00,3205.00,5730.00,1275.00,278.00,5000.00,2798.00,100.00,770.00,87197.00,16877.00,8589.00,7020.00,13300.00,0.00,136.00,7671.00,14535.00,1739.00,376.00,3686.00,46948.00
1591.00,13919.00,34500.00,7463.00,6202.00,2816.00,7605.00,1262.00,0.00,5000.00,1512.00,100.00,770.00,89757.00,15426.00,5775.00,7670.00,14850.00,0.00,150.00,7622.00,14452.00,1739.00,383.00,3758.00,47818.00
1592.00,19089.00,33987.00,7285.00,6092.00,1635.00,7500.00,1243.00,0.00,5000.00,1133.00,100.00,770.00,88840.00,17569.00,5836.00,6890.00,14000.00,0.00,142.00,7573.00,14592.00,1739.00,427.00,4187.00,48688.00
1593.00,20680.00,36190.00,8036.00,5936.00,1639.00,9056.00,1324.00,0.00,5000.00,1061.00,100.00,770.00,88415.00,20552.00,6069.00,6110.00,13750.00,0.00,140.00,7524.00,14603.00,1739.00,448.00,4398.00,49558.00
1594.00,17498.00,36772.00,8336.00,7025.00,1646.00,6512.00,1345.00,0.00,5000.00,346.00,100.00,770.00,88498.00,23500.00,6211.00,5460.00,13200.00,0.00,134.00,7980.00,14702.00,2147.00,487.00,4775.00,50428.00
1595.00,18294.00,44944.00,8336.00,5897.00,1647.00,8100.00,1644.00,0.00,5000.00,2400.00,100.00,770.00,89382.00,25827.00,6043.00,5070.00,12950.00,0.00,132.00,8436.00,14757.00,2147.00,517.00,5071.00,51298.00
1596.00,19089.00,35367.00,7360.00,6077.00,1652.00,9895.00,1294.00,0.00,5000.00,1848.00,100.00,770.00,91914.00,33182.00,7039.00,3900.00,13900.00,0.00,141.00,8892.00,14956.00,2147.00,580.00,5685.00,52168.00
1597.00,19089.00,37009.00,8487.00,7551.00,0.00,8239.00,1354.00,0.00,5000.00,1296.00,100.00,770.00,75935.00,26749.00,5092.00,4940.00,13650.00,0.00,138.00,9348.00,14993.00,2147.00,607.00,5958.00,53038.00
1598.00,20680.00,37979.00,7360.00,7713.00,0.00,7942.00,0.00,0.00,5000.00,1199.00,100.00,770.00,63012.00,28574.00,4898.00,4680.00,14000.00,0.00,141.00,9804.00,14872.00,2147.00,596.00,5849.00,53908.00
1599.00,19884.00,50693.00,8637.00,7498.00,0.00,4903.00,0.00,0.00,5000.00,1102.00,100.00,770.00,51751.00,26691.00,4136.00,4940.00,13750.00,0.00,139.00,10260.00,14858.00,2147.00,609.00,5973.00,54778.00
1600.00,28633.00,55284.00,7811.00,4443.00,0.00,8288.00,0.00,0.00,5000.00,1004.00,162.00,770.00,63332.00,35686.00,5237.00,3510.00,14400.00,0.00,145.00,10716.00,15493.00,2147.00,664.00,6511.00,55648.00
1601.00,14317.00,57422.00,7811.00,4490.00,0.00,8276.00,0.00,0.00,5000.00,907.00,20.00,770.00,72004.00,38423.00,5100.00,3250.00,15350.00,0.00,154.00,11172.00,16426.00,2141.00,727.00,7131.00,56180.00
1602.00,0.00,79087.00,8487.00,4536.00,0.00,8264.00,0.00,0.00,5000.00,810.00,47.00,770.00,81249.00,41370.00,4965.00,2990.00,13300.00,0.00,134.00,11628.00,14370.00,2544.00,622.00,6098.00,56712.00
1603.00,0.00,71073.00,8937.00,4583.00,1829.00,8252.00,0.00,0.00,5000.00,713.00,75.00,770.00,87374.00,44376.00,4811.00,2860.00,13516.00,0.00,136.00,12084.00,14572.00,2130.00,714.00,7006.00,57245.00
1604.00,0.00,54633.00,9012.00,4629.00,2027.00,8240.00,0.00,0.00,5000.00,616.00,103.00,770.00,86880.00,40474.00,3958.00,2990.00,13732.00,0.00,138.00,12540.00,14774.00,2124.00,807.00,7914.00,57777.00
1605.00,39.00,49332.00,8562.00,4676.00,2224.00,8228.00,0.00,0.00,5000.00,518.00,130.00,770.00,86367.00,40472.00,3564.00,2990.00,13949.00,0.00,140.00,12996.00,14976.00,2118.00,899.00,8822.00,58309.00
1606.00,81.00,51211.00,8186.00,4723.00,2422.00,8216.00,0.00,0.00,5000.00,421.00,367.00,770.00,85836.00,41251.00,3262.00,2860.00,14165.00,0.00,142.00,13452.00,15178.00,2112.00,992.00,9731.00,58842.00
